order_id,amount,category
176,19.16,home
177,117.42,books
178,48.9,sports
179,276.03,electronics
180,14.79,books
181,41.71,electronics
182,12.04,home
183,258.62,books
184,209.83,sports
185,29.83,clothing
186,107.88,sports
187,169.95,clothing
188,81.01,sports
189,75.43,home
190,27.69,books
191,9.77,electronics
192,227.51,sports
193,230.68,clothing
194,100.27,books
195,41.4,electronics
196,42.96,clothing
197,129.45,clothing
198,227.41,books
199,218.11,home
200,151.36,home
201,102.73,home
202,8.79,books
203,17.63,clothing
204,228.82,books
205,93.25,home
206,0.92,sports
207,10.7,books
208,108.92,sports
209,0.51,home
210,17.53,books
211,79.57,books
212,117.73,sports
213,105.54,electronics
214,25.39,sports
215,124.54,home
216,27.08,sports
217,39.36,electronics
218,137.24,home
219,104.88,books
220,189.2,books
221,107.18,electronics
222,84.0,home
223,9.84,home
224,45.84,books
225,30.82,sports
226,27.97,sports
227,361.23,home
228,49.94,electronics
229,222.61,electronics
230,99.73,books
231,158.38,clothing
232,69.84,electronics
233,86.02,clothing
234,67.83,sports
235,21.72,books
236,128.18,sports
237,32.96,electronics
238,2.46,sports
239,103.7,home
240,19.49,sports
241,282.11,clothing
242,307.76,clothing
243,246.35,sports
244,46.23,electronics
245,1.56,clothing
246,263.55,books
247,55.89,home
248,340.08,electronics
249,331.37,books
250,191.74,electronics
251,34.88,clothing
252,48.63,electronics
253,190.47,books
254,38.11,electronics
255,18.57,clothing
256,81.37,sports
257,275.13,books
258,119.08,sports
259,84.41,clothing
260,10.22,books
261,95.45,sports
262,461.06,books
263,15.09,home
264,73.05,sports
265,209.86,sports
266,135.0,home
267,119.41,clothing
268,121.23,home
269,44.55,books
270,34.76,books
271,165.74,books
272,166.13,clothing
273,201.8,home
274,244.46,electronics
275,71.61,sports
276,69.62,home
277,160.09,books
278,104.97,home
279,121.06,home
280,158.86,clothing
281,220.73,sports
282,41.25,clothing
283,47.09,clothing
284,9.87,books
285,86.34,clothing
286,3.66,sports
287,62.66,books
288,78.23,clothing
289,33.76,books
290,89.36,home
291,3.1,sports
292,3.81,electronics
293,172.94,electronics
294,44.66,electronics
295,13.59,home
296,73.87,clothing
297,146.96,home
298,24.31,electronics
299,97.52,clothing
300,8.92,home
301,5.31,clothing
302,75.79,electronics
303,77.79,sports
304,101.45,electronics
305,129.5,electronics
306,372.36,books
307,72.63,clothing
308,39.0,books
309,158.57,home
310,31.59,home
311,57.8,electronics
312,8.17,books
313,2.57,books
314,328.74,sports
315,180.78,sports
316,119.06,electronics
317,52.59,home
318,19.03,sports
319,17.01,books
320,28.8,books
321,79.68,electronics
322,125.38,clothing
323,107.94,clothing
324,32.84,home
325,309.81,electronics
326,133.9,sports
327,80.82,home
328,94.6,sports
329,54.4,electronics
330,28.47,home
331,44.0,home
332,141.82,sports
333,1.45,clothing
334,12.34,clothing
335,4.71,sports
336,4.16,books
337,193.42,books
338,121.62,home
339,64.28,sports
340,10.3,clothing
341,67.65,electronics
342,64.15,books
343,19.02,electronics
344,56.89,clothing
345,50.83,sports
346,95.67,books
347,100.81,home
348,4.64,electronics
349,46.94,books
350,98.31,clothing
351,69.94,books
352,194.13,books
353,107.5,sports
354,17.79,sports
355,7.32,home
356,102.84,sports
357,2.69,clothing
358,88.13,home
359,281.73,electronics
360,85.68,home
361,49.13,sports
362,103.08,home
363,61.3,home
364,78.88,books
365,283.81,books
366,48.79,books
367,324.91,home
368,235.76,sports
369,21.79,clothing
370,7.19,clothing
371,10.62,electronics
372,1.84,clothing
373,9.92,sports
374,114.89,clothing
375,7.38,home
376,38.42,home
377,186.35,books
378,2.35,electronics
379,168.45,clothing
380,33.11,home
381,12.58,clothing
382,119.32,books
383,99.14,electronics
384,209.94,books
385,132.83,clothing
386,162.7,clothing
387,33.13,books
388,19.53,sports
389,138.88,books
390,164.42,home
391,465.7,sports
392,53.21,sports
393,46.52,clothing
394,149.8,books
395,41.67,books
396,267.01,home
397,195.48,clothing
398,56.04,home
399,138.98,sports
400,140.46,clothing
401,10.88,clothing
402,232.84,clothing
403,70.37,books
404,175.13,clothing
405,38.57,home
406,225.88,home
407,49.3,home
408,1.09,sports
409,235.79,sports
410,9.57,sports
411,38.47,books
412,299.7,clothing
413,300.79,books
414,85.2,sports
415,99.92,books
416,59.5,clothing
417,34.7,home
418,39.85,home
419,111.63,sports
420,139.58,books
421,156.82,home
422,155.88,books
423,9.56,home
424,68.2,books
425,5.93,home
426,79.75,books
427,58.26,electronics
428,218.66,clothing
429,43.22,books
430,12.45,books
431,15.43,sports
432,143.34,books
433,96.29,books
434,10.66,sports
435,8.79,electronics
436,120.72,books
437,7.55,sports
438,172.52,clothing
439,122.5,home
440,8.48,clothing
441,8.87,electronics
442,431.55,clothing
443,46.88,home
444,46.31,electronics
445,167.56,clothing
446,294.22,clothing
447,426.88,books
448,139.99,electronics
449,47.2,clothing
450,8.72,home
451,150.12,clothing
452,81.74,books
453,55.2,home
454,236.82,sports
455,11.79,books
456,67.85,clothing
457,1.14,books
458,63.24,books
459,5.8,home
460,12.65,electronics
461,12.5,sports
462,104.76,sports
463,137.06,electronics
464,87.56,books
465,327.47,sports
466,46.98,home
467,33.65,clothing
468,202.95,home
469,25.31,home
470,330.29,clothing
471,1.22,clothing
472,350.25,home
473,4.41,sports
474,221.77,sports
475,75.01,home
476,495.68,clothing
477,7.67,home
478,80.71,books
479,348.36,books
480,74.04,books
481,99.26,books
482,118.99,clothing
483,60.61,books
484,98.77,books
485,87.78,clothing
486,231.42,electronics
487,4.65,sports
488,32.98,sports
489,300.4,books
490,220.97,books
491,60.82,books
492,96.79,electronics
493,32.49,home
494,20.84,electronics
495,62.31,clothing
496,43.6,sports
497,87.62,books
498,8.09,sports
499,366.5,electronics
500,428.39,books
501,119.79,sports
502,76.81,home
503,37.04,clothing
504,168.09,books
505,115.43,books
506,17.75,home
507,241.83,books
508,172.9,sports
509,299.17,books
510,129.36,books
511,95.04,home
512,54.17,books
513,269.9,books
514,201.04,books
515,4.63,home
516,2.67,home
517,47.23,sports
518,166.36,home
519,436.43,home
520,16.3,books
521,90.17,sports
522,47.95,books
523,350.37,sports
524,184.59,clothing
525,182.22,books
526,63.24,sports
527,53.58,clothing
528,31.94,clothing
529,5.8,electronics
530,200.04,electronics
531,167.61,electronics
532,817.24,clothing
533,569.49,sports
534,81.07,sports
535,146.53,home
536,289.62,books
537,189.48,clothing
538,28.42,home
539,59.88,clothing
540,13.83,electronics
541,308.02,clothing
542,93.18,electronics
543,25.96,electronics
544,111.38,sports
545,96.27,electronics
546,44.34,home
547,12.05,books
548,111.34,sports
549,73.46,sports
550,147.98,sports
551,73.43,books
552,191.18,clothing
553,80.28,sports
554,82.31,electronics
555,209.28,clothing
556,51.66,sports
557,14.39,sports
558,2.92,home
559,140.71,home
560,96.84,home
561,121.77,sports
562,23.95,sports
563,14.66,home
564,1.47,electronics
565,43.17,home
566,89.14,sports
567,49.8,sports
568,57.53,books
569,234.51,electronics
570,42.81,clothing
571,72.15,electronics
572,153.09,home
573,50.51,home
574,97.31,electronics
575,198.31,books
576,298.62,books
577,15.91,clothing
578,261.17,home
579,67.75,sports
580,29.87,clothing
581,61.46,electronics
582,391.37,books
583,67.85,clothing
584,39.86,sports
585,100.35,books
586,27.46,sports
587,7.89,sports
588,13.8,books
589,13.7,sports
590,16.48,clothing
591,14.95,books
592,102.41,books
593,20.07,books
594,42.41,home
595,227.1,home
596,64.24,books
597,110.13,clothing
598,18.91,sports
599,21.36,clothing
600,4.17,home
601,18.5,sports
602,32.65,home
603,19.48,sports
604,9.29,books
605,12.86,books
606,61.76,books
607,23.11,sports
608,45.3,electronics
609,70.0,books
610,117.25,clothing
611,4.01,books
612,160.65,home
613,98.86,books
614,8.53,books
615,206.81,electronics
616,253.67,electronics
617,6.3,home
618,32.42,clothing
619,164.09,clothing
620,137.94,sports
621,20.4,electronics
622,23.49,home
623,46.28,books
624,66.27,clothing
625,96.3,sports
626,46.03,sports
627,62.09,books
628,137.62,sports
629,3.74,electronics
630,29.09,home
631,124.95,electronics
632,225.58,home
633,71.68,books
634,75.95,electronics
635,11.34,books
636,59.31,clothing
637,76.06,sports
638,27.77,home
639,31.37,sports
640,47.37,books
641,2.03,sports
642,38.87,home
643,23.76,books
644,39.67,home
645,12.76,clothing
646,221.21,home
647,90.04,sports
648,113.66,electronics
649,155.67,books
650,69.0,clothing
651,9.09,electronics
652,77.03,electronics
653,88.39,electronics
654,136.82,books
655,56.5,books
656,13.65,electronics
657,33.38,home
658,45.11,home
659,103.82,electronics
660,84.58,home
661,44.02,electronics
662,430.62,books
663,93.08,home
664,27.08,clothing
665,10.73,books
666,16.59,electronics
667,28.23,clothing
668,17.52,clothing
669,20.65,books
670,33.56,clothing
671,19.04,home
672,227.08,clothing
673,8.36,clothing
674,74.34,sports
675,52.83,clothing
676,403.86,clothing
677,11.88,home
678,50.73,clothing
679,348.91,clothing
680,200.62,books
681,169.87,sports
682,29.83,clothing
683,18.74,electronics
684,110.46,sports
685,265.04,home
686,81.37,clothing
687,84.77,books
688,32.85,books
689,146.75,home
690,20.71,home
691,39.11,electronics
692,55.41,home
693,70.85,home
694,27.76,sports
695,12.2,clothing
696,94.32,electronics
697,34.06,electronics
698,87.05,electronics
699,16.77,clothing
700,65.61,home
701,76.05,home
702,5.32,sports
703,41.04,sports
704,14.43,electronics
705,6.55,clothing
706,460.12,home
707,38.91,clothing
708,166.01,home
709,29.39,clothing
710,114.41,clothing
711,142.81,electronics
712,90.54,sports
713,63.79,books
714,53.08,clothing
715,42.9,books
716,265.26,electronics
717,177.56,clothing
718,335.32,electronics
719,13.27,books
720,131.26,home
721,278.61,clothing
722,20.0,electronics
723,6.88,books
724,135.14,clothing
725,85.44,books
726,184.41,home
727,15.06,clothing
728,158.61,electronics
729,22.52,electronics
730,17.87,electronics
731,17.94,electronics
732,168.51,clothing
733,109.42,home
734,74.04,home
735,44.45,electronics
736,209.72,electronics
737,49.83,electronics
738,169.61,electronics
739,57.83,clothing
740,47.31,home
741,62.12,sports
742,35.86,sports
743,137.68,home
744,69.86,electronics
745,26.42,sports
746,229.83,clothing
747,48.43,electronics
748,78.43,home
749,236.95,home
750,97.88,books
751,12.43,clothing
752,281.06,clothing
753,98.81,books
754,40.78,books
755,15.0,books
756,158.0,clothing
757,96.78,books
758,76.24,clothing
759,224.33,books
760,155.4,sports
761,16.45,home
762,37.36,clothing
763,28.57,electronics
764,136.24,electronics
765,3.41,books
766,84.37,books
767,143.74,clothing
768,209.37,sports
769,41.87,electronics
770,172.18,clothing
771,11.72,electronics
772,187.37,home
773,13.64,books
774,50.63,clothing
775,159.6,books
776,16.24,clothing
777,26.04,books
778,128.1,books
779,127.31,clothing
780,102.48,home
781,118.4,electronics
782,78.25,clothing
783,29.01,home
784,42.42,sports
785,20.04,books
786,239.09,books
787,87.56,electronics
788,51.22,electronics
789,61.99,books
790,294.28,books
791,16.65,clothing
792,88.24,electronics
793,70.5,clothing
794,94.53,clothing
795,1.83,books
796,205.67,electronics
797,269.0,home
798,83.27,electronics
799,119.29,clothing
800,255.75,clothing
801,122.84,books
802,16.55,sports
803,85.87,electronics
804,93.32,home
805,55.19,electronics
806,133.35,electronics
807,272.37,clothing
808,259.79,books
809,59.94,home
810,12.02,home
811,418.92,electronics
812,182.57,electronics
813,13.31,home
814,253.63,home
815,203.94,sports
816,73.16,sports
817,89.47,home
818,50.92,books
819,5.63,sports
820,40.83,clothing
821,162.38,clothing
822,0.46,clothing
823,40.57,electronics
824,50.78,sports
825,77.09,electronics
826,252.39,books
827,42.52,home
828,42.61,home
829,133.75,books
830,60.19,sports
831,25.44,books
832,60.23,home
833,15.18,home
834,19.41,books
835,68.99,electronics
836,54.29,books
837,246.33,electronics
838,45.0,sports
839,86.89,home
840,100.04,clothing
841,1.32,clothing
842,108.93,home
843,19.61,books
844,324.6,home
845,16.09,books
846,53.55,books
847,8.92,home
848,576.81,clothing
849,69.75,home
850,90.48,books
851,6.94,sports
852,138.61,clothing
853,23.56,books
854,228.33,clothing
855,22.96,electronics
856,21.16,home
857,3.72,home
858,63.88,clothing
859,83.2,electronics
860,6.8,sports
861,149.4,sports
862,60.38,sports
863,74.32,clothing
864,58.12,books
865,51.21,home
866,82.02,electronics
867,16.87,electronics
868,20.08,sports
869,197.89,sports
870,292.09,electronics
871,46.73,home
872,31.57,electronics
873,103.28,sports
874,52.55,sports
875,2.57,clothing
876,16.98,sports
877,125.87,clothing
878,107.56,home
879,2.75,sports
880,25.1,sports
881,26.28,electronics
882,111.44,sports
883,1.99,home
884,10.99,books
885,160.9,electronics
886,19.67,home
887,105.77,clothing
888,27.2,electronics
889,10.47,sports
890,27.86,electronics
891,128.11,clothing
892,193.58,books
893,177.33,sports
894,50.61,home
895,110.29,books
896,22.94,clothing
897,34.69,books
898,226.66,home
899,1.31,home
900,8.94,electronics
901,23.31,books
902,2.69,electronics
903,20.02,sports
904,87.48,clothing
905,54.72,sports
906,223.19,home
907,170.07,home
908,41.83,home
909,30.03,home
910,47.75,books
911,89.23,books
912,31.21,home
913,97.86,sports
914,52.66,clothing
915,80.31,clothing
916,57.29,sports
917,34.88,sports
918,296.53,sports
919,144.23,clothing
920,15.1,clothing
921,202.85,home
922,66.83,home
923,224.95,sports
924,160.87,books
925,55.38,books
926,2.27,electronics
927,31.29,clothing
928,78.01,books
929,100.37,electronics
930,29.83,clothing
931,15.01,sports
932,180.14,sports
933,416.06,home
934,74.59,electronics
935,18.84,electronics
936,31.79,electronics
937,1.86,electronics
938,245.69,home
939,12.53,home
940,85.92,sports
941,32.03,sports
942,80.78,books
943,105.39,electronics
944,177.04,electronics
945,23.12,electronics
946,1.11,home
947,14.72,electronics
948,230.28,electronics
949,207.06,sports
950,90.98,books
951,91.76,home
952,109.37,home
953,19.28,clothing
954,245.82,electronics
955,54.26,electronics
956,48.31,electronics
957,73.17,books
958,4.81,electronics
959,18.19,home
960,133.95,sports
961,8.64,sports
962,92.42,clothing
963,28.15,books
964,49.31,books
965,34.07,electronics
966,43.95,clothing
967,126.96,sports
968,35.26,electronics
969,83.56,books
970,64.64,electronics
971,108.97,sports
972,276.19,clothing
973,131.89,home
974,24.2,electronics
975,3.17,books
976,30.42,clothing
977,90.41,electronics
978,5.28,books
979,68.59,books
980,90.84,clothing
981,40.68,books
982,147.36,books
983,11.27,sports
984,7.81,home
985,130.26,clothing
986,68.42,sports
987,116.6,home
988,57.06,electronics
989,28.29,sports
990,170.98,home
991,160.65,books
992,118.64,clothing
993,31.77,sports
994,89.22,electronics
995,44.78,sports
996,9.61,books
997,249.27,clothing
998,14.71,sports
999,300.05,sports
1000,59.06,books
1001,20.47,clothing
1002,78.07,books
1003,206.31,books
1004,131.76,home
1005,164.28,home
1006,107.52,home
1007,117.86,home
1008,189.18,sports
1009,28.72,sports
1010,67.22,books
1011,25.0,clothing
1012,439.56,home
1013,288.35,books
1014,4.02,clothing
1015,122.27,books
1016,259.36,home
1017,19.92,home
1018,83.92,sports
1019,247.09,electronics
1020,3.45,electronics
1021,119.54,home
1022,35.29,books
1023,258.22,sports
1024,354.25,clothing
1025,288.72,books
1026,64.29,books
1027,198.08,electronics
1028,186.14,sports
1029,38.43,home
1030,176.56,home
1031,3.77,home
1032,90.7,books
1033,26.14,clothing
1034,12.85,books
1035,8.01,home
1036,119.17,clothing
1037,41.53,electronics
1038,129.01,electronics
1039,6.76,clothing
1040,37.88,sports
1041,77.54,electronics
1042,156.41,books
1043,38.38,home
1044,98.32,electronics
1045,217.14,clothing
1046,95.68,electronics
1047,26.52,clothing
1048,2.47,clothing
1049,204.1,sports
1050,2.15,electronics
1051,207.71,home
1052,75.28,electronics
1053,279.8,clothing
1054,160.34,electronics
1055,618.22,home
1056,43.19,sports
1057,145.75,sports
1058,51.4,sports
1059,65.37,clothing
1060,98.75,books
1061,206.89,clothing
1062,414.04,home
1063,146.22,sports
1064,54.09,clothing
1065,54.71,clothing
1066,133.78,sports
1067,27.28,electronics
1068,11.71,home
1069,43.79,books
1070,33.86,books
1071,35.14,home
1072,26.61,clothing
1073,4.3,sports
1074,1.8,sports
1075,440.0,home
1076,55.82,home
1077,48.5,sports
1078,113.83,sports
1079,24.62,home
1080,299.5,clothing
1081,154.34,books
1082,9.37,books
1083,54.06,electronics
1084,211.29,home
1085,289.56,electronics
1086,63.0,electronics
1087,95.04,books
1088,18.28,sports
1089,472.94,sports
1090,26.35,sports
1091,286.0,home
1092,104.88,books
1093,93.58,home
1094,71.89,home
1095,26.22,clothing
1096,19.42,sports
1097,24.91,clothing
1098,20.63,clothing
1099,151.22,books
1100,43.1,sports
1101,5.96,electronics
1102,347.71,clothing
1103,215.23,clothing
1104,262.77,electronics
1105,528.0,electronics
1106,19.1,books
1107,50.46,clothing
1108,141.98,clothing
1109,119.08,books
1110,16.71,electronics
1111,169.19,clothing
1112,25.42,electronics
1113,25.34,home
1114,77.0,clothing
1115,89.88,home
1116,86.77,clothing
1117,9.59,electronics
1118,209.93,home
1119,30.87,books
1120,13.87,sports
1121,219.6,books
1122,311.57,books
1123,198.14,home
1124,165.82,home
1125,106.49,books
1126,80.04,home
1127,9.1,books
1128,52.5,clothing
1129,46.63,sports
1130,30.08,clothing
1131,128.53,home
1132,68.49,books
1133,8.45,clothing
1134,24.87,books
1135,114.97,clothing
1136,7.92,electronics
1137,190.52,electronics
1138,68.35,electronics
1139,65.51,sports
1140,89.75,clothing
1141,174.11,home
1142,42.74,clothing
1143,113.33,books
1144,83.41,clothing
1145,31.06,clothing
1146,210.89,electronics
1147,159.67,books
1148,107.43,clothing
1149,190.1,sports
1150,201.96,home
1151,123.22,electronics
1152,181.41,clothing
1153,119.56,books
1154,113.99,electronics
1155,96.39,electronics
1156,139.72,clothing
1157,17.27,books
1158,212.75,books
1159,205.45,sports
1160,2.97,electronics
1161,174.76,sports
1162,13.8,books
1163,40.81,home
1164,136.07,home
1165,17.53,home
1166,170.36,clothing
1167,178.46,clothing
1168,70.82,books
1169,0.64,sports
1170,33.83,clothing
1171,95.95,books
1172,397.32,home
1173,99.92,home
1174,30.08,electronics
1175,100.51,sports
1176,77.65,books
1177,151.34,books
1178,11.31,home
1179,143.14,clothing
1180,77.93,clothing
1181,329.66,books
1182,41.84,clothing
1183,100.14,books
1184,268.87,electronics
1185,10.82,clothing
1186,276.83,electronics
1187,116.44,sports
1188,7.02,electronics
1189,35.81,sports
1190,123.16,electronics
1191,6.97,clothing
1192,87.27,electronics
1193,42.45,clothing
1194,97.0,books
1195,4.68,books
1196,205.21,sports
1197,363.02,home
1198,346.98,electronics
1199,138.49,clothing
1200,13.94,home
1201,141.99,books
1202,2.49,clothing
1203,2.24,clothing
1204,39.1,home
1205,67.07,clothing
1206,147.14,home
1207,114.98,electronics
1208,59.04,electronics
1209,31.97,electronics
1210,585.15,books
1211,55.54,home
1212,60.04,electronics
1213,17.87,books
1214,158.38,books
1215,118.31,books
1216,24.94,electronics
1217,8.6,clothing
1218,114.1,electronics
1219,106.28,books
1220,31.92,sports
1221,301.32,electronics
1222,16.38,electronics
1223,56.62,clothing
1224,287.56,electronics
1225,54.43,electronics
1226,101.76,books
1227,50.68,books
1228,32.05,sports
1229,413.38,books
1230,52.65,home
1231,224.53,clothing
1232,26.13,electronics
1233,23.97,electronics
1234,3.16,home
1235,105.46,clothing
1236,45.97,home
1237,199.77,home
1238,64.1,clothing
1239,344.81,electronics
1240,20.52,electronics
1241,202.97,clothing
1242,149.88,books
1243,147.37,clothing
1244,186.29,home
1245,143.14,home
1246,98.41,electronics
1247,14.07,clothing
1248,3.31,clothing
1249,253.64,electronics
1250,95.88,home
1251,159.23,electronics
1252,65.69,sports
1253,12.48,home
1254,13.37,clothing
1255,115.7,books
1256,56.27,books
1257,22.38,books
1258,67.65,clothing
1259,6.64,clothing
1260,87.22,books
1261,31.33,books
1262,159.73,sports
1263,37.16,electronics
1264,60.74,books
1265,1.17,books
1266,7.52,sports
1267,49.84,electronics
1268,65.38,books
1269,91.63,sports
1270,34.48,home
1271,118.74,electronics
1272,196.7,electronics
1273,151.35,home
1274,4.04,books
1275,65.49,home
1276,11.09,books
1277,27.71,books
1278,431.72,sports
1279,15.37,sports
1280,69.09,clothing
1281,96.27,electronics
1282,121.22,sports
1283,82.02,electronics
1284,0.98,books
1285,39.52,sports
1286,72.92,clothing
1287,9.2,books
1288,43.17,home
1289,3.38,sports
1290,8.18,electronics
1291,50.57,clothing
1292,14.24,clothing
1293,83.83,clothing
1294,116.95,books
1295,161.24,books
1296,22.33,sports
1297,18.33,electronics
1298,11.04,home
1299,101.18,books
1300,122.58,clothing
1301,3.21,clothing
1302,275.22,electronics
1303,5.34,home
1304,77.94,sports
1305,123.46,sports
1306,204.77,books
1307,125.21,home
1308,161.81,books
1309,41.47,books
1310,168.65,electronics
1311,8.35,sports
1312,225.21,clothing
1313,79.32,electronics
1314,169.99,electronics
1315,60.21,clothing
1316,103.16,home
1317,74.74,clothing
1318,131.52,clothing
1319,8.52,clothing
1320,6.23,clothing
1321,28.38,sports
1322,17.38,sports
1323,205.4,electronics
1324,24.75,electronics
1325,372.41,home
1326,41.08,clothing
1327,20.1,home
1328,155.92,home
1329,107.5,home
1330,68.95,home
1331,81.05,sports
1332,127.01,clothing
1333,25.94,electronics
1334,560.86,books
1335,368.06,sports
1336,105.08,home
1337,22.26,books
1338,114.01,clothing
1339,7.49,clothing
1340,3.11,home
1341,29.8,sports
1342,62.11,books
1343,202.7,home
1344,129.89,books
1345,135.75,sports
1346,55.42,electronics
1347,42.45,books
1348,46.37,clothing
1349,439.41,books
1350,4.09,books
1351,201.76,clothing
1352,86.44,clothing
1353,57.73,books
1354,129.19,books
1355,66.68,books
1356,206.69,sports
1357,230.96,clothing
1358,54.77,home
1359,32.41,clothing
1360,89.73,sports
1361,243.46,books
1362,23.66,books
1363,97.54,sports
1364,99.85,electronics
1365,132.09,sports
1366,14.11,books
1367,125.82,clothing
1368,239.73,clothing
1369,19.81,clothing
1370,27.12,electronics
1371,355.42,home
1372,19.96,home
1373,192.68,books
1374,67.78,clothing
1375,28.4,clothing
1376,204.6,clothing
1377,58.93,clothing
1378,72.32,sports
1379,44.51,books
1380,89.88,sports
1381,17.86,electronics
1382,49.61,books
1383,348.72,clothing
1384,29.86,clothing
1385,106.93,sports
1386,39.33,home
1387,148.49,sports
1388,14.03,home
1389,350.06,books
1390,60.48,books
1391,26.93,books
1392,7.63,electronics
1393,18.6,books
1394,73.35,sports
1395,41.1,sports
1396,176.54,home
1397,56.37,books
1398,28.6,home
1399,96.01,sports
1400,122.68,clothing
1401,18.28,books
1402,18.35,electronics
1403,3.74,electronics
1404,133.33,clothing
1405,109.01,home
1406,64.37,home
1407,185.9,home
1408,163.82,books
1409,88.03,home
1410,202.7,electronics
1411,23.05,electronics
1412,11.87,electronics
1413,31.44,home
1414,5.88,books
1415,75.75,electronics
1416,275.84,sports
1417,4.01,electronics
1418,13.02,books
1419,60.18,electronics
1420,271.62,clothing
1421,38.0,clothing
1422,70.77,clothing
1423,4.25,electronics
1424,16.06,books
1425,431.48,home
1426,335.58,books
1427,0.5,sports
1428,303.26,sports
1429,101.92,books
1430,202.43,electronics
1431,60.65,clothing
1432,72.48,clothing
1433,67.11,home
1434,109.92,electronics
1435,15.04,home
1436,3.04,books
1437,36.81,home
1438,121.97,sports
1439,22.55,home
1440,111.91,clothing
1441,350.36,sports
1442,9.86,clothing
1443,111.66,books
1444,58.65,home
1445,202.6,home
1446,19.5,home
1447,117.97,electronics
1448,182.09,electronics
1449,289.34,sports
1450,114.96,clothing
1451,68.75,books
1452,96.19,electronics
1453,203.18,clothing
1454,84.54,home
1455,3.09,home
1456,267.29,clothing
1457,116.97,home
1458,112.86,electronics
1459,24.29,books
1460,107.55,electronics
1461,50.07,home
1462,105.34,books
1463,11.27,home
1464,107.25,books
1465,744.17,sports
1466,4.94,home
1467,377.99,sports
1468,52.24,electronics
1469,204.6,electronics
1470,152.5,electronics
1471,83.71,home
1472,134.11,clothing
1473,210.8,sports
1474,51.78,sports
1475,39.61,sports
1476,110.14,home
1477,164.95,sports
1478,143.67,sports
1479,159.86,sports
1480,57.2,home
1481,170.28,home
1482,12.81,clothing
1483,78.63,sports
1484,0.58,clothing
1485,39.24,sports
1486,45.64,sports
1487,50.45,electronics
1488,118.9,electronics
1489,49.19,clothing
1490,59.55,home
1491,27.12,clothing
1492,46.72,electronics
1493,25.78,books
1494,7.6,home
1495,92.49,books
1496,110.33,home
1497,96.62,electronics
1498,62.27,books
1499,47.77,books
1500,199.02,sports
1501,73.21,books
1502,65.24,sports
